23/11/16 04:08:23 PM | error loadView general | specialists | response 400
29/11/16 11:34:27 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:34:27 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:35:47 AM | error loadView general | view | response 400
29/11/16 11:35:47 AM | error loadView general | view | response 400
29/11/16 11:35:47 AM | ERROR: [2] mysqli::__construct(): (HY000/1045): Access denied for user 'chalscc'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:35:47 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:35:47 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:35:47 AM | ERROR: [2] mysqli::__construct(): (HY000/1045): Access denied for user 'chalscc'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:35:47 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:35:47 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:36:17 AM | error loadView general | view | response 400
29/11/16 11:36:17 AM | error loadView general | view | response 400
29/11/16 11:37:20 AM | error loadView general | view | response 400
29/11/16 11:37:20 AM | error loadView general | view | response 400
29/11/16 11:37:20 AM | ERROR: [2] mysqli::__construct(): (HY000/1045): Access denied for user 'chalscc'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:20 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:20 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:20 AM | ERROR: [2] mysqli::__construct(): (HY000/1045): Access denied for user 'chalscc'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:20 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:20 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:23 AM | error loadView general | view | response 400
29/11/16 11:37:24 AM | error loadView general | view | response 400
29/11/16 11:37:24 AM | ERROR: [2] mysqli::__construct(): (HY000/1045): Access denied for user 'chalscc'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:24 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:24 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:24 AM | ERROR: [2] mysqli::__construct(): (HY000/1045): Access denied for user 'chalscc'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:24 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:37:24 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
29/11/16 11:38:02 AM | error loadView general | view | response 400
29/11/16 11:38:02 AM | error loadView general | view | response 400
29/11/16 11:38:44 AM | error loadView general | view | response 400
29/11/16 11:38:44 AM | error loadView general | view | response 400
29/11/16 11:40:26 AM | error loadView general | view | response 400
29/11/16 11:40:26 AM | error loadView general | view | response 400
29/11/16 11:40:40 AM | error loadView general | view | response 400
29/11/16 11:40:40 AM | error loadView general | view | response 400
29/11/16 11:40:44 AM | error loadView general | view | response 400
29/11/16 11:40:45 AM | error loadView general | view | response 400
29/11/16 11:40:48 AM | error loadView general | view | response 400
29/11/16 11:40:48 AM | error loadView general | view | response 400
29/11/16 11:40:53 AM | error loadView general | view | response 400
29/11/16 11:40:53 AM | error loadView general | view | response 400
29/11/16 11:40:56 AM | error loadView general | view | response 400
29/11/16 11:40:56 AM | error loadView general | view | response 400
29/11/16 11:40:59 AM | error loadView general | view | response 400
29/11/16 11:40:59 AM | error loadView general | view | response 400
29/11/16 11:41:04 AM | error loadView general | view | response 400
29/11/16 11:41:04 AM | error loadView general | view | response 400
<<<<<<< HEAD
29/11/16 05:57:15 PM | error loadView general | hospital | response 400
29/11/16 05:57:18 PM | error loadView general | hospital | response 400
29/11/16 05:57:25 PM | error loadView general | view | response 400
29/11/16 05:57:25 PM | error loadView general | view | response 400
29/11/16 05:57:48 PM | error loadView general | view | response 400
29/11/16 05:57:50 PM | error loadView general | hospital | response 400
29/11/16 05:57:53 PM | error loadView general | view | response 400
29/11/16 05:57:53 PM | error loadView general | view | response 400
29/11/16 05:58:42 PM | error loadView general | hospital | response 400
29/11/16 05:58:45 PM | error loadView general | hospital | response 400
29/11/16 05:58:48 PM | error loadView general | hospital | response 400
29/11/16 05:58:53 PM | error loadView general | view | response 400
29/11/16 05:58:53 PM | error loadView general | view | response 400
29/11/16 05:58:57 PM | error loadView general | view | response 400
29/11/16 05:58:58 PM | error loadView general | hospital | response 400
29/11/16 06:00:32 PM | error loadView general | hospital | response 400
29/11/16 06:00:35 PM | error loadView general | view | response 400
29/11/16 06:00:39 PM | error loadView general | hospital | response 400
29/11/16 06:01:24 PM | error loadView general | hospital | response 400
29/11/16 06:01:50 PM | error loadView general | hospital | response 400
29/11/16 06:01:52 PM | error loadView general | hospital | response 400
29/11/16 06:03:21 PM | error loadView general | hospital | response 400
29/11/16 06:03:23 PM | error loadView general | hospital | response 400
29/11/16 06:03:28 PM | error loadView general | view | response 400
29/11/16 06:03:28 PM | error loadView general | view | response 400
29/11/16 06:03:37 PM | error loadView general | hospital | response 400
29/11/16 06:03:37 PM | error loadView general | view | response 400
29/11/16 06:03:37 PM | error loadView general | view | response 400
29/11/16 06:03:38 PM | error loadView general | hospital | response 400
29/11/16 06:03:38 PM | error loadView general | view | response 400
29/11/16 06:03:38 PM | error loadView general | view | response 400
29/11/16 06:34:58 PM | error loadView general | view | response 400
29/11/16 06:34:58 PM | error loadView general | view | response 400
29/11/16 06:37:45 PM | error loadView general | hospital | response 400
29/11/16 06:37:45 PM | error loadView general | view | response 400
29/11/16 06:37:45 PM | error loadView general | view | response 400
29/11/16 06:43:01 PM | error loadView general | hospital | response 400
29/11/16 06:43:02 PM | error loadView general | view | response 400
29/11/16 06:43:02 PM | error loadView general | view | response 400
29/11/16 06:43:12 PM | error loadView general | hospital | response 400
29/11/16 06:43:12 PM | error loadView general | view | response 400
29/11/16 06:43:12 PM | error loadView general | view | response 400
29/11/16 06:43:15 PM | error loadView general | view | response 400
29/11/16 06:43:15 PM | error loadView general | view | response 400
29/11/16 06:43:17 PM | error loadView general | hospital | response 400
29/11/16 06:43:17 PM | error loadView general | view | response 400
29/11/16 06:43:18 PM | error loadView general | view | response 400
29/11/16 06:43:45 PM | error loadView general | view | response 400
29/11/16 06:43:45 PM | error loadView general | view | response 400
29/11/16 06:43:46 PM | error loadView general | view | response 400
29/11/16 06:43:47 PM | error loadView general | hospital | response 400
29/11/16 06:43:47 PM | error loadView general | view | response 400
29/11/16 06:43:48 PM | error loadView general | view | response 400
29/11/16 06:44:38 PM | error loadView general | hospital | response 400
29/11/16 06:44:39 PM | error loadView general | view | response 400
29/11/16 06:44:39 PM | error loadView general | view | response 400
